transf_loc,sku,primary_voltage,size_kva,transformer_age,customers,percent_lol,consecutive_months_overloaded,loss_of_life,max_overload,life_expectancy_at_conditions,date_max_overload,IEEE C57.91 Temp/Loading Flags
T 8702,91350,27.6kV,25,35,1,4.06831E-06,0,0.000142348,9.63,35,2022-01-21 0:00,
T 11598,91350,27.6kV,75,7,2,4.06756E-06,0,0.000142322,23.8875,35,2021-12-22 0:00,
T 10619,91410,27.6kV,150,11,1,4.06515E-06,0,0.000142238,84,35,2021-10-03 0:00,
T 8121,91350,27.6kV,75,49,1,4.06476E-06,0,0.000142224,15.33,35,2022-01-31 0:00,
T 7700,91358,8.32kV,25,32,1,4.06462E-06,0,0.000142219,11.59,35,2021-12-26 0:00,
TE 4034,90608,27.6kV,100,8,11,4.06444E-06,0,0.000142213,21,35,2021-06-06 0:00,
T 8810,91375,27.6kV,501,42,3,4.06356E-06,0,0.000142182,165.33,35,2021-05-21 0:00,
T 7369,91536,8.32kV,25,44,3,4.06278E-06,0,0.000142155,11.75,35,2021-06-28 0:00,
T 7527,91358,8.32kV,25,32,1,4.06035E-06,0,0.00014207,10.25,35,2021-10-04 0:00,
T 10014,91350,27.6kV,25,17,1,4.0597E-06,0,0.000142047,9.8,35,2021-10-16 0:00,
T 11894,91350,27.6kV,75,2,1,4.05551E-06,0,0.0001419,15.75,35,2021-07-08 0:00,
T 10080,91410,27.6kV,150,38,1,4.05074E-06,0,0.000141733,58.5,35,2021-05-19 0:00,
T 4256,91085,4.16kV,225,44,2,4.05007E-06,0,0.00014171,69.75,35,2021-06-29 0:00,
T 9260,91365,27.6kV,75,29,9,4.04948E-06,0,0.000141689,26.25,35,2021-07-05 0:00,
T 11389,91360,27.6kV,50,6,3,4.04936E-06,0,0.000141685,14,35,2021-09-07 0:00,
T 8822,91350,27.6kV,25,47,2,4.04846E-06,0,0.000141654,7.5,35,2021-08-25 0:00,
T 5122,91080,4.16kV,150,5,3,4.04786E-06,0,0.000141633,28.5,35,2021-07-05 0:00,
T 9510,91350,27.6kV,25,25,1,4.04751E-06,0,0.00014162,6.65,35,2021-12-25 0:00,
T 11241,91360,27.6kV,150,9,3,4.0452E-06,0,0.000141539,37.5,35,2021-07-06 0:00,
T 11943,91350,27.6kV,25,2,2,4.04489E-06,0,0.000141529,8.67,35,2022-02-08 0:00,
T 8715,91350,27.6kV,25,5,1,4.0386E-06,0,0.000141309,14.07,35,2022-03-03 0:00,
T 10364,91350,27.6kV,25,21,2,4.0382E-06,0,0.000141294,7.5,35,2021-06-05 0:00,
T 10284,91400,27.6kV,75,22,4,4.03816E-06,0,0.000141293,27.0375,35,2022-03-04 0:00,
T 8895,91350,27.6kV,25,8,1,4.03805E-06,0,0.00014129,6.89,35,2021-12-26 0:00,
T 8712,91363,27.6kV,50,30,1,4.03396E-06,0,0.000141146,15.6,35,2022-03-16 0:00,
T 11615,91472,27.6kV,75,7,1,4.03376E-06,0,0.000141139,14.25,35,2021-06-09 0:00,
T 11528,91350,27.6kV,75,7,1,4.0322E-06,0,0.000141085,17.0925,35,2022-03-12 0:00,
T 7716,91536,8.32kV,25,24,3,4.03186E-06,0,0.000141073,18.58,35,2022-01-29 0:00,
T 8605,91350,27.6kV,25,51,1,4.03147E-06,0,0.000141059,3.75,35,2021-06-25 0:00,
T 7464,91536,8.32kV,25,2,2,4.02988E-06,0,0.000141004,15.75,35,2021-05-11 0:00,
T 41,91080,4.16kV,50,55,3,4.02306E-06,0,0.000140765,10.5,35,2021-06-05 0:00,
T 8153,91350,27.6kV,25,47,1,4.02292E-06,0,0.00014076,8.38,35,2022-04-28 0:00,
T 11465,91350,27.6kV,75,7,3,4.02207E-06,0,0.00014073,12,35,2021-06-29 0:00,
T 9033,91360,27.6kV,50,46,2,4.02004E-06,0,0.000140659,17,35,2021-06-05 0:00,
T 11587,91350,27.6kV,75,7,1,4.01916E-06,0,0.000140628,12.75,35,2021-08-24 0:00,
TE 9243,90608,27.6kV,100,4,7,4.01438E-06,0,0.000140461,19,35,2021-06-28 0:00,
T 8634,91420,27.6kV,300,11,1,4.01407E-06,0,0.00014045,96,35,2021-08-28 0:00,
T 5148,91080,4.16kV,50,59,3,4.01284E-06,0,0.000140407,11.86,35,2022-02-04 0:00,
T 10877,91360,27.6kV,150,13,1,4.01222E-06,0,0.000140385,33,35,2021-08-11 0:00,
T 11385,91350,27.6kV,75,6,1,4.0119E-06,0,0.000140374,12.75,35,2021-07-06 0:00,
T 8102,91420,27.6kV,300,3,8,4.01138E-06,0,0.000140356,90,35,2021-05-20 0:00,
T 11374,91425,27.6kV,501,4,2,4.01098E-06,0,0.000140342,140.28,35,2021-09-14 0:00,
T 88,91070,4.16kV,75,8,1,4.00842E-06,0,0.000140253,19.455,35,2022-01-27 0:00,
T 8215,91350,27.6kV,75,22,4,4.00809E-06,0,0.000140241,21.255,35,2022-02-14 0:00,
T 8155,91360,27.6kV,150,34,2,4.00748E-06,0,0.00014022,27.645,35,2021-11-01 0:00,
T 11593,91415,27.6kV,225,7,1,4.0061E-06,0,0.000140172,62.5275,35,2021-08-26 0:00,
T 8338,91350,27.6kV,75,41,1,4.00595E-06,0,0.000140166,22.5,35,2021-09-12 0:00,
T 11948,91479,27.6kV,225,2,1,4.00579E-06,0,0.000140161,83.25,35,2021-08-07 0:00,
T 11420,91410,27.6kV,150,8,1,4.00361E-06,0,0.000140084,28.5,35,2021-07-15 0:00,
T 8479,91350,27.6kV,25,44,1,3.99926E-06,0,0.000139932,4.98,35,2022-02-04 0:00,
T 7117,91536,8.32kV,25,7,1,3.99921E-06,0,0.00013993,19,35,2021-07-10 0:00,
T 11917,91350,27.6kV,25,3,1,3.99885E-06,0,0.000139918,9.5,35,2021-08-28 0:00,
T 8428,91365,27.6kV,225,38,5,3.99696E-06,0,0.000139852,49.5,35,2021-08-18 0:00,
T 8133,91350,27.6kV,75,12,2,3.99444E-06,0,0.000139764,13.8525,35,2022-03-11 0:00,
T 9107,91350,27.6kV,25,30,1,3.99369E-06,0,0.000139737,15.04,35,2022-01-29 0:00,
T 8449,91350,27.6kV,25,21,1,3.99316E-06,0,0.000139719,5.75,35,2021-05-13 0:00,
T 5516,91070,4.16kV,75,66,1,3.99194E-06,0,0.000139676,12.48,35,2021-11-30 0:00,
T 2055,91165,4.16kV,75,22,1,3.99168E-06,0,0.000139667,20.25,35,2021-06-11 0:00,
T 4201,91090,4.16kV,100,14,27,3.99153E-06,0,0.000139662,39,35,2021-08-26 0:00,
T 1980,91065,4.16kV,15,61,1,3.99133E-06,0,0.000139655,0.48,35,2022-01-03 0:00,
T 8400,91360,27.6kV,150,39,2,3.99129E-06,0,0.000139653,37.5,35,2021-09-18 0:00,
T 5663,91070,4.16kV,25,30,1,3.99125E-06,0,0.000139652,18.4,35,2022-03-30 0:00,
TE 9447,90608,27.6kV,100,2,22,3.99059E-06,0,0.000139629,41.86,35,2021-10-25 0:00,
T 10384,91350,27.6kV,25,4,1,3.99053E-06,0,0.000139627,4.44,35,2022-03-01 0:00,
T 11452,91360,27.6kV,50,7,7,3.99051E-06,0,0.000139626,22.86,35,2022-01-15 0:00,
T 11324,91350,27.6kV,25,9,1,3.98946E-06,0,0.000139589,7.37,35,2022-02-17 0:00,
T 9401,91410,27.6kV,150,51,1,3.98832E-06,0,0.000139549,88.5,35,2021-10-03 0:00,
T 7724,91358,8.32kV,25,32,1,3.98658E-06,0,0.000139488,8.25,35,2021-08-19 0:00,
T 8624,91350,27.6kV,25,34,1,3.9862E-06,0,0.000139475,3.25,35,2021-06-16 0:00,
T 4669,91080,4.16kV,50,8,1,3.98527E-06,0,0.000139443,9,35,2021-05-13 0:00,
T 9862,91363,27.6kV,150,37,9,3.98225E-06,0,0.000139337,39,35,2021-07-07 0:00,
T 11479,91350,27.6kV,25,7,2,3.98222E-06,0,0.000139336,5.44,35,2022-03-08 0:00,
T 7528,91358,8.32kV,25,39,2,3.98008E-06,0,0.000139261,10.59,35,2022-01-14 0:00,
T 9074,91360,27.6kV,150,28,1,3.97926E-06,0,0.000139232,59.355,35,2022-01-10 0:00,
T 4765,91080,4.16kV,50,61,2,3.97915E-06,0,0.000139228,10,35,2021-08-13 0:00,
T 10789,91370,27.6kV,300,16,45,3.97796E-06,0,0.000139187,75,35,2021-08-29 0:00,
T 11414,91360,27.6kV,150,8,4,3.97794E-06,0,0.000139186,28.725,35,2022-02-04 0:00,
T 7017,91540,8.32kV,150,6,2,3.97786E-06,0,0.000139183,59.025,35,2022-02-10 0:00,
T 10173,91360,27.6kV,150,17,13,3.97759E-06,0,0.000139174,27,35,2021-06-08 0:00,
TE 9245,90608,27.6kV,100,4,9,3.97713E-06,0,0.000139158,20.95,35,2022-02-20 0:00,
T 10860,91370,27.6kV,100,12,23,3.97703E-06,0,0.000139154,30,35,2021-08-28 0:00,
T 9476,91425,27.6kV,501,5,2,3.97588E-06,0,0.000139114,180.36,35,2021-06-29 0:00,
T 8689,91425,27.6kV,501,33,5,3.97549E-06,0,0.000139101,150.3,35,2021-10-06 0:00,
T 9424,91350,27.6kV,75,28,1,3.97504E-06,0,0.000139085,40.5,35,2021-08-19 0:00,
T 1852,91080,4.16kV,50,34,3,3.97476E-06,0,0.000139075,10.64,35,2021-12-05 0:00,
TE 5049,90610,27.6kV,100,32,9,3.97416E-06,0,0.000139054,21.99,35,2022-03-06 0:00,
TE 6077,90608,27.6kV,100,18,7,3.97363E-06,0,0.000139035,19,35,2021-06-06 0:00,
T 10357,91350,27.6kV,75,21,1,3.97355E-06,0,0.000139032,15.8025,35,2022-04-19 0:00,
T 7096,91540,8.32kV,50,45,5,3.97056E-06,0,0.000138928,19.5,35,2021-08-09 0:00,
T 11951,91360,27.6kV,50,2,2,3.9664E-06,0,0.000138782,15.49,35,2021-12-15 0:00,
T 9889,91350,27.6kV,25,32,1,3.96523E-06,0,0.000138742,3.6,35,2021-12-11 0:00,
T 7512,91536,8.32kV,25,49,1,3.965E-06,0,0.000138733,9.25,35,2021-05-14 0:00,
T 8692,91425,27.6kV,501,51,17,3.96463E-06,0,0.00013872,105.21,35,2021-08-23 0:00,
T 10146,91360,27.6kV,50,47,5,3.96406E-06,0,0.0001387,12,35,2021-06-14 0:00,
T 9861,91363,27.6kV,150,45,8,3.96257E-06,0,0.000138648,34.83,35,2022-02-04 0:00,
T 8177,91360,27.6kV,50,47,2,3.96158E-06,0,0.000138614,14.5,35,2021-06-27 0:00,
T 11416,91350,27.6kV,25,8,1,3.96152E-06,0,0.000138612,10.82,35,2022-02-13 0:00,
T 7741,91358,8.32kV,25,36,2,3.96103E-06,0,0.000138595,9.05,35,2022-03-21 0:00,
T 2001,91065,4.16kV,45,61,1,3.96034E-06,0,0.00013857,1.6785,35,2022-03-08 0:00,
T 7704,91323,8.32kV,15,57,1,3.95752E-06,0,0.000138472,9.45,35,2021-06-24 0:00,
T 8499,91350,27.6kV,25,44,1,3.95697E-06,0,0.000138452,8.6,35,2022-02-14 0:00,
T 10001,91350,27.6kV,25,41,2,3.95574E-06,0,0.00013841,5.8,35,2021-10-25 0:00,
T 8875,91410,27.6kV,150,11,1,3.95286E-06,0,0.000138309,16.5,35,2021-08-30 0:00,
T 11509,91350,27.6kV,25,2,1,3.95193E-06,0,0.000138276,2.36,35,2021-10-17 0:00,
T 2579,91080,4.16kV,50,61,3,3.95126E-06,0,0.000138253,8.5,35,2021-06-10 0:00,
T 11477,91425,27.6kV,501,7,1,3.95052E-06,0,0.000138227,95.19,35,2021-06-29 0:00,
T 9990,91360,27.6kV,50,2,5,3.95021E-06,0,0.000138216,10,35,2021-07-06 0:00,
T 10046,91410,27.6kV,150,7,1,3.94939E-06,0,0.000138187,18,35,2021-07-07 0:00,
T 9453,91350,27.6kV,25,27,1,3.94876E-06,0,0.000138165,5,35,2021-06-26 0:00,
T 7837,91358,8.32kV,25,38,1,3.94749E-06,0,0.000138121,8.75,35,2021-06-06 0:00,
TE 4019,90610,27.6kV,100,35,10,3.94704E-06,0,0.000138105,25.66,35,2022-01-30 0:00,
T 10272,91360,27.6kV,50,22,3,3.94596E-06,0,0.000138067,13.5,35,2021-07-05 0:00,
T 9571,91370,27.6kV,300,27,10,3.94366E-06,0,0.000137987,102,35,2021-07-06 0:00,
T 9267,91358,27.6kV,25,34,1,3.94341E-06,0,0.000137978,9.1,35,2022-02-06 0:00,
T 8734,91350,27.6kV,25,11,2,3.94225E-06,0,0.000137937,5.5,35,2021-05-06 0:00,
T 8443,91360,27.6kV,150,38,2,3.94126E-06,0,0.000137903,22.5,35,2021-06-18 0:00,
T 10676,91350,27.6kV,25,17,1,3.94021E-06,0,0.000137866,6.25,35,2021-06-12 0:00,
T 5941,91080,4.16kV,50,45,1,3.93988E-06,0,0.000137855,8,35,2021-05-04 0:00,
T 7242,91536,8.32kV,25,43,4,3.93879E-06,0,0.000137816,14.41,35,2022-02-23 0:00,
T 8885,91410,27.6kV,150,33,2,3.93869E-06,0,0.000137813,18,35,2021-09-17 0:00,
T 10758,91410,27.6kV,150,17,1,3.9385E-06,0,0.000137806,43.5,35,2021-08-29 0:00,
T 9762,91365,27.6kV,75,7,10,3.9382E-06,0,0.000137796,22.5,35,2021-06-06 0:00,
T 11955,91350,27.6kV,25,3,3,3.93614E-06,0,0.000137724,3.91,35,2022-02-18 0:00,
T 11384,91360,27.6kV,150,6,1,3.93489E-06,0,0.00013768,43.5,35,2021-06-01 0:00,
T 9897,91363,27.6kV,150,40,10,3.93489E-06,0,0.00013768,32.145,35,2022-02-14 0:00,
T 9463,91420,27.6kV,300,50,6,3.93246E-06,0,0.000137595,114,35,2021-08-09 0:00,
T 8826,91425,27.6kV,501,32,11,3.93198E-06,0,0.000137578,105.21,35,2021-07-15 0:00,
T 11925,91400,27.6kV,75,3,1,3.93053E-06,0,0.000137527,16.575,35,2021-12-19 0:00,
T 5561,91070,4.16kV,25,4,2,3.92886E-06,0,0.000137469,16.2,35,2022-02-14 0:00,
T 8204,91360,27.6kV,150,49,2,3.92698E-06,0,0.000137403,30,35,2021-08-26 0:00,
T 8564,91360,27.6kV,150,35,4,3.92652E-06,0,0.000137387,25.5,35,2021-08-29 0:00,
T 8640,91360,27.6kV,150,34,8,3.92572E-06,0,0.000137359,25.5,35,2021-06-28 0:00,
T 8609,91420,27.6kV,300,48,1,3.9256E-06,0,0.000137355,87,35,2021-06-29 0:00,
T 10555,91350,27.6kV,25,20,2,3.92533E-06,0,0.000137345,8.02,35,2022-02-13 0:00,
T 9178,91360,27.6kV,50,29,5,3.92258E-06,0,0.000137249,13.56,35,2022-02-26 0:00,
T 7680,91358,8.32kV,25,19,1,3.92143E-06,0,0.000137209,10.5,35,2022-03-27 0:00,
TE 8659,90713,27.6kV,150,6,1,3.92056E-06,0,0.000137179,39.66,35,2022-01-15 0:00,
T 8630,91363,27.6kV,50,11,3,3.92052E-06,0,0.000137177,16.5,35,2021-08-21 0:00,
T 77,91165,4.16kV,75,15,1,3.92048E-06,0,0.000137176,20.4825,35,2022-02-20 0:00,
T 8527,91360,27.6kV,150,31,4,3.92033E-06,0,0.00013717,21,35,2021-06-07 0:00,
T 8003,91420,27.6kV,300,53,1,3.91986E-06,0,0.000137154,111,35,2021-06-29 0:00,
T 10045,91360,27.6kV,150,44,1,3.91946E-06,0,0.00013714,27,35,2021-08-23 0:00,
T 582,91070,4.16kV,100,2,16,3.91936E-06,0,0.000137136,29,35,2021-10-03 0:00,
T 5931,91080,4.16kV,50,43,1,3.91868E-06,0,0.000137113,10,35,2021-08-17 0:00,
T 10924,91410,27.6kV,150,20,1,3.91866E-06,0,0.000137112,43.695,35,2021-10-13 0:00,
T 8194,91350,27.6kV,75,8,1,3.91853E-06,0,0.000137108,10.5,35,2021-08-26 0:00,
T 10250,91350,27.6kV,25,22,1,3.91849E-06,0,0.000137106,7.25,35,2021-09-27 0:00,
T 8218,91425,27.6kV,501,9,9,3.91775E-06,0,0.00013708,75.15,35,2021-06-29 0:00,
T 5905,91070,4.16kV,25,4,1,3.91662E-06,0,0.000137041,8.9,35,2021-11-15 0:00,
T 8030,91360,27.6kV,50,21,1,3.91645E-06,0,0.000137035,9.5,35,2021-08-11 0:00,
T 11404,91365,27.6kV,225,8,37,3.91552E-06,0,0.000137002,63,35,2021-07-06 0:00,
T 7344,91358,8.32kV,25,11,1,3.91498E-06,0,0.000136983,8.64,35,2022-04-24 0:00,
T 8246,91425,27.6kV,501,17,1,3.91387E-06,0,0.000136944,90.18,35,2021-07-05 0:00,
TE 8797,90608,27.6kV,100,6,5,3.91345E-06,0,0.00013693,16,35,2021-07-20 0:00,
T 8279,91350,27.6kV,75,44,1,3.91299E-06,0,0.000136914,11.325,35,2022-02-10 0:00,
T 3120,91090,4.16kV,100,34,19,3.91175E-06,0,0.00013687,64.24,35,2022-01-11 0:00,
T 10560,91350,27.6kV,75,20,2,3.91134E-06,0,0.000136856,10.5,35,2021-07-05 0:00,
T 11980,91350,27.6kV,25,3,1,3.90871E-06,0,0.000136764,6.5,35,2021-06-08 0:00,
T 9294,91350,27.6kV,75,11,4,3.90605E-06,0,0.000136671,11.9625,35,2022-01-25 0:00,
T 5895,91070,4.16kV,25,32,1,3.90594E-06,0,0.000136667,7.64,35,2021-12-23 0:00,
T 9708,91400,27.6kV,75,27,1,3.90446E-06,0,0.000136615,17.475,35,2021-11-17 0:00,
T 10124,91425,27.6kV,501,42,3,3.90347E-06,0,0.00013658,95.19,35,2021-08-26 0:00,
T 7124,91536,8.32kV,25,6,1,3.90292E-06,0,0.000136561,15.04,35,2022-02-13 0:00,
T 8839,91370,27.6kV,300,31,18,3.90255E-06,0,0.000136548,90,35,2021-08-09 0:00,
T 5347,91070,4.16kV,25,22,1,3.90171E-06,0,0.000136519,18.13,35,2021-11-27 0:00,
T 7355,91358,8.32kV,25,35,1,3.90138E-06,0,0.000136507,10.5,35,2022-01-24 0:00,
T 9250,91410,27.6kV,150,8,2,3.90131E-06,0,0.000136505,19.5,35,2021-06-29 0:00,
T 7241,91358,8.32kV,25,32,1,3.90054E-06,0,0.000136478,10.8,35,2022-02-06 0:00,
T 11367,91468,27.6kV,50,6,3,3.90043E-06,0,0.000136474,12.07,35,2021-11-03 0:00,
T 8690,91358,27.6kV,25,31,1,3.89952E-06,0,0.000136442,14.49,35,2022-02-12 0:00,
T 4222,91070,4.16kV,25,54,1,3.89922E-06,0,0.000136432,5,35,2021-08-24 0:00,
TE 3531,90470,27.6kV,300,41,1,3.89912E-06,0,0.000136428,116.76,35,2022-01-11 0:00,
T 11512,91350,27.6kV,75,7,1,3.89856E-06,0,0.000136409,9,35,2021-06-28 0:00,
T 9911,91350,27.6kV,25,7,1,3.89777E-06,0,0.000136381,5.25,35,2021-08-29 0:00,
TE 867,90470,27.6kV,300,42,3,3.89717E-06,0,0.00013636,93,35,2021-07-26 0:00,
T 11386,91350,27.6kV,25,6,1,3.8954E-06,0,0.000136298,1.5,35,2021-06-10 0:00,
T 7766,91358,8.32kV,25,33,1,3.89536E-06,0,0.000136297,8.23,35,2022-04-07 0:00,
T 11455,91350,27.6kV,25,7,2,3.89524E-06,0,0.000136292,4.5,35,2021-06-29 0:00,
T 7271,91358,8.32kV,25,32,1,3.89444E-06,0,0.000136265,6.25,35,2021-06-13 0:00,
T 11842,91400,27.6kV,75,4,1,3.89159E-06,0,0.000136165,14.25,35,2021-06-29 0:00,
T 11033,91410,27.6kV,150,13,1,3.89106E-06,0,0.000136146,146.445,35,2021-11-12 0:00,
T 7016,91358,8.32kV,75,34,2,3.89085E-06,0,0.000136139,23.4225,35,2021-11-19 0:00,
T 10017,91350,27.6kV,25,14,1,3.88902E-06,0,0.000136075,5.2,35,2022-01-23 0:00,
T 8111,91415,27.6kV,225,24,3,3.88898E-06,0,0.000136073,77.265,35,2022-01-05 0:00,
T 7375,91536,8.32kV,25,23,1,3.88812E-06,0,0.000136043,11.76,35,2021-11-02 0:00,
T 11915,91410,27.6kV,150,3,1,3.88756E-06,0,0.000136024,18,35,2021-06-27 0:00,
T 8417,91410,27.6kV,150,38,1,3.88742E-06,0,0.000136019,73.5,35,2021-09-22 0:00,
T 5355,91085,4.16kV,225,38,2,3.88697E-06,0,0.000136003,67.5,35,2021-06-28 0:00,
T 11287,91350,27.6kV,75,9,1,3.8857E-06,0,0.000135959,13.2,35,2021-11-14 0:00,
T 9836,91360,27.6kV,150,53,2,3.88515E-06,0,0.00013594,34.5,35,2021-06-29 0:00,
T 8750,91360,27.6kV,50,32,3,3.88428E-06,0,0.000135909,12.5,35,2021-06-27 0:00,
T 10949,91410,27.6kV,150,13,1,3.88336E-06,0,0.000135877,21,35,2021-08-26 0:00,
T 9469,91350,27.6kV,25,27,1,3.8792E-06,0,0.000135731,5.25,35,2021-05-21 0:00,
T 9475,91360,27.6kV,150,28,4,3.8762E-06,0,0.000135626,34.5,35,2021-06-30 0:00,
T 9343,91410,27.6kV,150,51,3,3.87576E-06,0,0.000135611,22.5,35,2021-05-17 0:00,
T 7740,91358,8.32kV,25,33,1,3.87345E-06,0,0.00013553,12.75,35,2021-05-19 0:00,
T 114,91070,4.16kV,75,6,13,3.87307E-06,0,0.000135517,11.46,35,2022-01-19 0:00,
T 11666,91360,27.6kV,150,6,8,3.87228E-06,0,0.000135489,27.165,35,2022-02-26 0:00,
T 11864,91350,27.6kV,25,4,1,3.87224E-06,0,0.000135488,9.5,35,2021-07-24 0:00,
T 10476,91360,27.6kV,150,11,1,3.87149E-06,0,0.000135461,28.5,35,2021-06-07 0:00,
T 9245,91350,27.6kV,25,14,2,3.87108E-06,0,0.000135447,2.25,35,2021-06-27 0:00,
T 11381,91350,27.6kV,75,8,7,3.86914E-06,0,0.000135379,9.75,35,2021-07-06 0:00,
T 5934,91070,4.16kV,25,18,2,3.86817E-06,0,0.000135345,8.1475,35,2021-11-17 0:00,
T 11301,91410,27.6kV,150,9,1,3.868E-06,0,0.000135339,31.5,35,2021-09-19 0:00,
T 5923,91070,4.16kV,25,23,3,3.86589E-06,0,0.000135266,7.92,35,2021-11-27 0:00,
T 5027,91170,4.16kV,150,22,1,3.86502E-06,0,0.000135235,109.5,35,2021-07-12 0:00,
T 2844,91070,4.16kV,75,19,1,3.86431E-06,0,0.00013521,17.04,35,2022-02-24 0:00,
T 11118,91370,27.6kV,100,10,12,3.86343E-06,0,0.00013518,47.27,35,2022-02-17 0:00,
TE 7052,90713,27.6kV,150,18,1,3.86329E-06,0,0.000135174,63.48,35,2022-01-31 0:00,
T 8220,91410,27.6kV,150,47,3,3.86251E-06,0,0.000135147,18.24,35,2022-03-03 0:00,
T 10463,91350,27.6kV,25,7,1,3.86221E-06,0,0.000135137,2.06,35,2021-10-08 0:00,
T 7149,91536,8.32kV,25,32,1,3.85977E-06,0,0.000135052,11.25,35,2021-06-29 0:00,
TE 7843,90608,27.6kV,100,14,1,3.85972E-06,0,0.00013505,21,35,2021-06-29 0:00,
T 7414,91537,8.32kV,15,56,1,3.85952E-06,0,0.000135043,9.1305,35,2022-02-04 0:00,
T 9495,91420,27.6kV,300,45,7,3.85734E-06,0,0.000134966,136.98,35,2022-02-03 0:00,
T 11854,91350,27.6kV,75,3,1,3.85504E-06,0,0.000134886,11.25,35,2021-08-29 0:00,
T 7708,91324,8.32kV,25,56,1,3.85411E-06,0,0.000134854,8.95,35,2022-02-25 0:00,
T 8561,91425,27.6kV,501,35,9,3.85348E-06,0,0.000134832,85.17,35,2021-07-06 0:00,
T 8315,91425,27.6kV,501,31,15,3.85224E-06,0,0.000134788,105.8613,35,2021-12-09 0:00,
T 4112,91070,4.16kV,25,54,1,3.85217E-06,0,0.000134785,8.32,35,2022-02-14 0:00,
T 9574,91350,27.6kV,25,27,3,3.85115E-06,0,0.00013475,7.88,35,2022-02-13 0:00,
T 9097,91350,27.6kV,25,19,2,3.85106E-06,0,0.000134747,3.75,35,2021-06-05 0:00,
T 5930,91070,4.16kV,25,5,1,3.85088E-06,0,0.00013474,7.96,35,2021-12-30 0:00,
T 8223,91425,27.6kV,501,45,5,3.85049E-06,0,0.000134727,130.26,35,2021-06-14 0:00,
T 8365,91410,27.6kV,150,42,2,3.85003E-06,0,0.000134711,17.22,35,2022-03-09 0:00,
T 11837,91350,27.6kV,75,4,1,3.84944E-06,0,0.00013469,6,35,2021-06-11 0:00,
T 4825,91080,4.16kV,50,34,1,3.84849E-06,0,0.000134657,6.84,35,2021-11-25 0:00,
T 5518,91080,4.16kV,50,37,6,3.8482E-06,0,0.000134647,20.83,35,2022-01-21 0:00,
T 11234,91410,27.6kV,150,10,7,3.84759E-06,0,0.000134625,24,35,2021-06-08 0:00,
TE 3791,90470,27.6kV,300,37,1,3.84746E-06,0,0.000134621,74.76,35,2022-01-15 0:00,
T 8041,91410,27.6kV,150,42,1,3.84617E-06,0,0.000134575,15,35,2021-08-25 0:00,
T 116,91080,4.16kV,50,6,1,3.84403E-06,0,0.000134501,7,35,2021-08-08 0:00,
T 10479,91350,27.6kV,25,14,1,3.84302E-06,0,0.000134465,6.55,35,2022-01-23 0:00,
T 8554,91360,27.6kV,50,26,1,3.84222E-06,0,0.000134437,11,35,2021-07-25 0:00,
T 11927,91350,27.6kV,25,3,1,3.84216E-06,0,0.000134435,8.83,35,2022-02-19 0:00,
T 8602,91365,27.6kV,75,40,1,3.84215E-06,0,0.000134435,21.75,35,2021-06-12 0:00,
TE 5360,90448,27.6kV,75,30,1,3.84035E-06,0,0.000134372,40.5,35,2021-07-06 0:00,
T 8208,91410,27.6kV,150,53,1,3.83962E-06,0,0.000134346,18,35,2021-06-09 0:00,
T 7518,91536,8.32kV,25,6,2,3.83908E-06,0,0.000134327,11.45,35,2022-03-08 0:00,
T 9730,91420,27.6kV,300,12,12,3.83827E-06,0,0.000134299,97.14,35,2021-11-18 0:00,
TE 6169,90138,8.32kV,100,47,1,3.83677E-06,0,0.000134247,12.6,35,2022-02-11 0:00,
T 11896,91350,27.6kV,75,2,5,3.83589E-06,0,0.000134216,22.095,35,2022-02-10 0:00,
T 5936,91323,4.16kV,15,59,1,3.83435E-06,0,0.000134162,10.9695,35,2022-01-11 0:00,
T 10875,91360,27.6kV,150,14,1,3.83373E-06,0,0.00013414,24,35,2021-09-14 0:00,
T 7156,91358,8.32kV,25,28,1,3.83324E-06,0,0.000134123,4.75,35,2021-08-12 0:00,
T 9240,91360,27.6kV,150,29,1,3.8329E-06,0,0.000134111,46.725,35,2022-01-15 0:00,
T 9143,91370,27.6kV,100,33,5,3.83258E-06,0,0.0001341,27,35,2021-07-25 0:00,
T 7618,91358,8.32kV,25,35,1,3.83147E-06,0,0.000134061,7.64,35,2022-02-23 0:00,
T 8636,91360,27.6kV,150,38,1,3.83133E-06,0,0.000134056,19.2,35,2022-01-14 0:00,
T 104,91080,4.16kV,50,20,1,3.83131E-06,0,0.000134056,3.6,35,2022-01-31 0:00,
T 8114,91360,27.6kV,50,23,9,3.82922E-06,0,0.000133983,13.5,35,2021-06-11 0:00,
T 8239,91420,27.6kV,300,45,20,3.82825E-06,0,0.000133949,108.42,35,2021-12-08 0:00,
T 8311,91365,27.6kV,75,19,10,3.82754E-06,0,0.000133924,21,35,2021-08-29 0:00,
T 10344,91360,27.6kV,50,21,2,3.82635E-06,0,0.000133882,11,35,2021-09-03 0:00,
T 8244,91350,27.6kV,25,6,1,3.82536E-06,0,0.000133848,1.08,35,2022-01-13 0:00,
T 11329,91350,27.6kV,75,9,1,3.82346E-06,0,0.000133781,9.2925,35,2022-02-19 0:00,
T 11907,91350,27.6kV,150,3,1,3.82259E-06,0,0.00013375,19.5,35,2021-08-24 0:00,
T 7134,91358,8.32kV,25,38,1,3.82091E-06,0,0.000133692,7,35,2021-07-07 0:00,
